com.samsung.shealth.tracker.pedometer_step_count,6100041,2
duration,run_step,version_code,walk_step,com.samsung.health.step_count.create_time,com.samsung.health.step_count.distance,com.samsung.health.step_count.time_offset,com.samsung.health.step_count.custom,com.samsung.health.step_count.count,com.samsung.health.step_count.end_time,com.samsung.health.step_count.speed,com.samsung.health.step_count.deviceuuid,com.samsung.health.step_count.start_time,com.samsung.health.step_count.pkg_name,com.samsung.health.step_count.update_time,com.samsung.health.step_count.datauuid,com.samsung.health.step_count.calorie,com.samsung.health.step_count.sample_position_type
8457,0,4,13,1629451968380,9.488281,UTC+0300,,13,1629451980000,1.121924,yFuc3cHWzI,1629451920000,com.sec.android.app.shealth,1629451972234,4ad03acc-22b6-4ee5-8c46-3b44532dbd17,0.46871948,,
7665,0,4,17,1629405230642,13.172852,UTC+0300,,17,1629405240000,1.7184166,yFuc3cHWzI,1629405180000,com.sec.android.app.shealth,1629405234121,37bd94dc-d6c4-4edc-8171-25c056c38bbc,0.5951538,,
18671,15,4,27,1629448575853,38.09961,UTC+0300,,42,1629448620000,2.0405157,yFuc3cHWzI,1629448560000,com.sec.android.app.shealth,1629448607409,b5648e80-1d0d-41ee-9625-73c78e4d4941,2.2521057,,
43886,9,4,96,1629497932729,84.90039,UTC+0300,,105,1629497940000,1.9345254,yFuc3cHWzI,1629497880000,com.sec.android.app.shealth,1629497939601,6dc7e0ce-9597-49cb-9055-fdd7b6931566,3.9212341,,
12982,0,4,27,1629451053573,22.029297,UTC+0300,,27,1629451080000,1.6968778,yFuc3cHWzI,1629451020000,com.sec.android.app.shealth,1629451071361,a8b1e21e-3b03-44ce-8532-b007643ceb86,0.95266724,,
6577,6,4,12,1629629700168,20.023438,UTC+0300,,18,1629629700000,3.0440302,yFuc3cHWzI,1629629640000,com.sec.android.app.shealth,1629629700168,804e483b-c91e-4b6d-baff-da077041a860,1.2783203,,
8030,0,4,20,1629461028205,16.330078,UTC+0300,,20,1629461040000,2.0335636,yFuc3cHWzI,1629460980000,com.sec.android.app.shealth,1629461032911,8eb20c76-f81a-4df1-8442-c041b3556a13,0.71417236,,
7402,0,4,13,1629452046157,9.4609375,UTC+0300,,13,1629452100000,1.2781094,yFuc3cHWzI,1629452040000,com.sec.android.app.shealth,1629452046876,dc4622c0-c3e9-4688-8c12-afdc9a34e4d6,0.47061157,,
5834,1,4,12,1629618350386,13.916016,UTC+0300,,13,1629618360000,2.3851595,yFuc3cHWzI,1629618300000,com.sec.android.app.shealth,1629618350919,c2b5cb3f-8b1c-4eb6-a1ea-f3713c7c4cc8,0.96347046,,
4650,0,4,17,1629461186060,15.145508,UTC+0300,,17,1629461220000,3.2564902,yFuc3cHWzI,1629461160000,com.sec.android.app.shealth,1629461192670,921ac26c-4fa7-4242-9577-2969ec63aa31,0.58047485,,
8402,0,4,20,1629465300051,17.706055,UTC+0300,,20,1629465240000,2.1072521,yFuc3cHWzI,1629465180000,com.sec.android.app.shealth,1629465300051,7a414758-6f71-4cc6-bc6e-11c226ec7409,0.72424316,,
23049,0,4,38,1629465300076,28.455078,UTC+0300,,38,1629465300000,1.2345072,yFuc3cHWzI,1629465240000,com.sec.android.app.shealth,1629465300076,721050d0-b85d-43c2-a472-04a290b959be,1.355896,,
6928,0,4,20,1629630897401,16.510742,UTC+0300,,20,1629630540000,2.3828661,yFuc3cHWzI,1629630480000,com.sec.android.app.shealth,1629630897401,56cfd2c7-a76a-41a3-9c7c-24960c6d324f,0.71365356,,
12164,0,4,26,1629484838339,21.521484,UTC+0300,,26,1629484860000,1.7691574,yFuc3cHWzI,1629484800000,com.sec.android.app.shealth,1629484846838,c036f3ad-3dfe-4161-b43e-6ebf40e5d492,0.91345215,,
50158,34,4,67,1629629700102,92.944336,UTC+0300,,101,1629629340000,1.853014,yFuc3cHWzI,1629629280000,com.sec.android.app.shealth,1629629700102,58935e33-c227-4411-9e16-1ded0dfc8a73,5.038513,,
4293,0,4,8,1629497427882,6.015625,UTC+0300,,8,1629497460000,1.4010262,yFuc3cHWzI,1629497400000,com.sec.android.app.shealth,1629497428600,4e138a5d-634e-45e7-84e2-ca9a61f219e7,0.28274536,,
22609,1,4,57,1629637070153,47.124023,UTC+0300,,58,1629637020000,2.084283,yFuc3cHWzI,1629636960000,com.sec.android.app.shealth,1629637070153,0194e138-c53d-422a-a47d-c006cc42afa5,2.140686,,
18916,9,4,24,1629465917164,35.572266,UTC+0300,,33,1629465960000,1.8804852,yFuc3cHWzI,1629465900000,com.sec.android.app.shealth,1629465928880,44eee11b-4584-4059-9799-639d4ae7d685,2.0958557,,
28408,0,4,61,1629630303340,48.210938,UTC+0300,,61,1629630360000,1.6970502,yFuc3cHWzI,1629630300000,com.sec.android.app.shealth,1629630378155,5c6d386b-964d-47cc-ab21-5e420261437a,2.1273193,,
24893,0,4,47,1629637440107,36.467773,UTC+0300,,47,1629637500000,1.4649574,yFuc3cHWzI,1629637440000,com.sec.android.app.shealth,1629637571513,77ce1f27-d3a2-463f-a568-1968f4a798a9,1.638977,,
31533,27,4,66,1629497932669,86.93555,UTC+0300,,93,1629497880000,2.7569263,yFuc3cHWzI,1629497820000,com.sec.android.app.shealth,1629497932669,6623f8f4-e96e-41ed-9ede-a5e96533e739,4.8137207,,
54045,6,4,109,1629630897456,92.575195,UTC+0300,,115,1629630840000,1.7129232,yFuc3cHWzI,1629630780000,com.sec.android.app.shealth,1629630897456,1b433993-166e-4eb1-beab-acacf6c99288,4.231781,,
17964,0,4,33,1629639737581,26.485352,UTC+0300,,33,1629639720000,1.4743152,yFuc3cHWzI,1629639660000,com.sec.android.app.shealth,1629639737581,8a337efe-5248-4424-ac80-367cdd972e65,1.3101807,,
6237,0,4,14,1629585045844,10.713867,UTC+0300,,14,1629585060000,1.7176521,yFuc3cHWzI,1629585000000,com.sec.android.app.shealth,1629585046793,dc6a27a9-885e-4385-bbbc-5b03bf3fb169,0.4920044,,
13864,0,4,30,1629493204289,24.791016,UTC+0300,,30,1629493260000,1.7881545,yFuc3cHWzI,1629493200000,com.sec.android.app.shealth,1629493221200,b173dc63-bf9c-47e6-8876-100cee6bfbae,1.1967163,,
9529,4,4,26,1629629700058,26.422852,UTC+0300,,30,1629629280000,2.7728486,yFuc3cHWzI,1629629220000,com.sec.android.app.shealth,1629629700058,a87c114e-92bd-4e10-90d8-fc86c7007a68,1.2723389,,
25881,0,4,67,1629637292975,53.129883,UTC+0300,,67,1629637260000,2.0528083,yFuc3cHWzI,1629637200000,com.sec.android.app.shealth,1629637292975,4077861d-8d75-4efa-81ad-27e6a122b967,2.3395996,,
12415,4,4,21,1629643952961,23.367188,UTC+0300,,25,1629643980000,1.8820713,yFuc3cHWzI,1629643920000,com.sec.android.app.shealth,1629643974561,6a707d0f-cb93-4879-825d-730a34104d80,1.3133545,,
4850,0,4,9,1629497932653,6.9072266,UTC+0300,,9,1629497820000,1.4238948,yFuc3cHWzI,1629497760000,com.sec.android.app.shealth,1629497932653,3682f00b-4b67-4287-9c06-5f6b8fc2d66b,0.31478882,,
45253,0,4,92,1629637620662,71.78027,UTC+0300,,92,1629637680000,1.5861716,yFuc3cHWzI,1629637620000,com.sec.android.app.shealth,1629638100032,93aa33f1-f47d-4f73-9f15-c5632072d82e,3.2088013,,
10186,0,4,21,1629630267079,16.86621,UTC+0300,,21,1629630300000,1.6557717,yFuc3cHWzI,1629630240000,com.sec.android.app.shealth,1629630277929,f37d6b5b-b9e5-4f47-96f0-05c3f30b2c86,0.73031616,,
8465,1,4,21,1629579858812,23.143555,UTC+0300,,22,1629579900000,2.7337523,yFuc3cHWzI,1629579840000,com.sec.android.app.shealth,1629579891715,6b5cafae-d94b-46eb-962f-015b08ed0d7f,1.3061218,,
8263,0,4,22,1629645631746,18.450195,UTC+0300,,22,1629645660000,2.2327917,yFuc3cHWzI,1629645600000,com.sec.android.app.shealth,1629645813035,4a8374a6-c13a-4e0c-8f05-fb81fcdd9a4e,0.78234863,,
9110,0,4,13,1629629188523,11.524414,UTC+0300,,13,1629629220000,1.2650154,yFuc3cHWzI,1629629160000,com.sec.android.app.shealth,1629629188523,8733344d-9fc1-4611-bc52-6ef53f40a2c3,0.62905884,,
20863,0,4,37,1629639840720,29.923828,UTC+0300,,37,1629639900000,1.4342657,yFuc3cHWzI,1629639840000,com.sec.android.app.shealth,1629639927341,d99b64ea-86af-42c0-9ff9-ec1e08da0c54,1.4298096,,
24719,2,4,68,1629630897444,58.39453,UTC+0300,,70,1629630780000,2.3622546,yFuc3cHWzI,1629630720000,com.sec.android.app.shealth,1629630897444,387b5885-cafb-416e-b8dd-1e71bdf8f231,2.5792542,,
51388,7,4,46,1629629700867,42.439453,UTC+0300,,53,1629629760000,0.8258491,yFuc3cHWzI,1629629700000,com.sec.android.app.shealth,1629629733580,7d9f9195-53d7-48fc-a5f8-c00662f51fc2,2.0544128,,
8820,0,4,14,1629630897427,10.748047,UTC+0300,,14,1629630720000,1.2185212,yFuc3cHWzI,1629630660000,com.sec.android.app.shealth,1629630897427,4439e021-16c0-4ead-8022-e97fd2c546f6,0.5069275,,
17348,0,4,36,1629646046769,28.231445,UTC+0300,,36,1629646020000,1.6272839,yFuc3cHWzI,1629645960000,com.sec.android.app.shealth,1629646046769,a3806682-63db-4ac9-be38-30762fa3fcf5,1.2597046,,
13501,15,4,21,1629637070198,39.01172,UTC+0300,,36,1629637080000,2.8894708,yFuc3cHWzI,1629637020000,com.sec.android.app.shealth,1629637076052,afc38a10-094e-47bd-8387-c8f5a7d976f6,2.3771362,,
32683,1,4,65,1629645453921,52.89746,UTC+0300,,66,1629645480000,1.6184874,yFuc3cHWzI,1629645420000,com.sec.android.app.shealth,1629645479965,5357c0f4-a528-467d-a343-4757924d2467,2.4117432,,
39474,0,4,78,1629637153919,61.671875,UTC+0300,,78,1629637200000,1.5623199,yFuc3cHWzI,1629637140000,com.sec.android.app.shealth,1629637292943,fc3ec315-7f21-4714-b22d-2aeacbba55a1,2.7153625,,
13246,2,4,19,1629637571564,19.677734,UTC+0300,,21,1629637560000,1.4854832,yFuc3cHWzI,1629637500000,com.sec.android.app.shealth,1629637571564,2d479a15-e064-4dd3-a648-4429ca8f6841,1.0968628,,
48228,0,4,99,1629639737608,77.23535,UTC+0300,,99,1629639780000,1.6014396,yFuc3cHWzI,1629639720000,com.sec.android.app.shealth,1629639779722,f3899f76-0e9e-4fa5-981d-7aec48478420,3.4522705,,
3908,0,4,10,1629644068842,8.042969,UTC+0300,,10,1629644100000,2.0579002,yFuc3cHWzI,1629644040000,com.sec.android.app.shealth,1629644070465,ad032ecd-06e6-45b0-a8f1-bb88317a4992,0.3449707,,
11438,1,4,25,1629645813118,24.444336,UTC+0300,,26,1629645840000,2.1369543,yFuc3cHWzI,1629645780000,com.sec.android.app.shealth,1629645832898,4f2a8498-b07a-4eb0-b7ac-db21877d6efd,1.4182739,,
42356,0,4,67,1629637576059,49.473633,UTC+0300,,67,1629637620000,1.1680243,yFuc3cHWzI,1629637560000,com.sec.android.app.shealth,1629637619982,5cb19c76-eb39-4eb2-bc09-ff2b32d6acea,2.3903809,,
46824,0,4,48,1629656100570,37.73828,UTC+0300,,48,1629656160000,0.80596006,yFuc3cHWzI,1629656100000,com.sec.android.app.shealth,1629656125145,d60bf56d-1a12-4070-af9c-f5601add68e3,1.6699829,,
51353,55,4,48,1629645813069,101.33008,UTC+0300,,103,1629645720000,1.9731718,yFuc3cHWzI,1629645660000,com.sec.android.app.shealth,1629645813069,e51802ae-9d40-4b55-88b1-37cf14ec7a15,6.336426,,
45904,0,4,88,1629656100117,71.25098,UTC+0300,,88,1629655980000,1.5521493,yFuc3cHWzI,1629655920000,com.sec.android.app.shealth,1629656100117,6cf9113e-3453-41b4-9754-4a594b822104,3.1923218,,
53258,0,4,107,1629639780301,83.63281,UTC+0300,,107,1629639840000,1.570308,yFuc3cHWzI,1629639780000,com.sec.android.app.shealth,1629639839903,01302ba8-500a-4941-93c9-3b80bebe634b,3.7300415,,
6507,0,4,14,1629647297591,11.166016,UTC+0300,,14,1629647280000,1.7159033,yFuc3cHWzI,1629647220000,com.sec.android.app.shealth,1629647297591,21aa8147-a7d5-4924-aca1-5739665efb46,0.487854,,
60000,0,4,125,1629656598223,99.54004,UTC+0300,,125,1629656220000,1.6590006,yFuc3cHWzI,1629656160000,com.sec.android.app.shealth,1629656598223,38cba789-ea7b-4af7-8629-6854e5a486e2,4.341614,,
43159,0,4,76,1629656598316,58.603516,UTC+0300,,76,1629656520000,1.3578222,yFuc3cHWzI,1629656460000,com.sec.android.app.shealth,1629656598316,ba25090c-1faf-4e41-b25d-373d4735cecf,2.6548462,,
11404,0,4,12,1629656598334,10.509766,UTC+0300,,12,1629656580000,0.92154175,yFuc3cHWzI,1629656520000,com.sec.android.app.shealth,1629656598334,3e5ce59f-3acb-433c-a295-8100ef0e2bf8,0.42803955,,
4915,3,4,10,1629644776888,20.49414,UTC+0300,,13,1629644820000,4.1692243,yFuc3cHWzI,1629644760000,com.sec.android.app.shealth,1629644781382,ad3cf39b-6b2c-4475-bca6-bf3ab273e335,1.282959,,
58184,0,4,111,1629656598263,88.11328,UTC+0300,,111,1629656340000,1.514368,yFuc3cHWzI,1629656280000,com.sec.android.app.shealth,1629656598263,b6db5d22-aaf5-4881-8595-38a91391e843,3.8711548,,
18883,0,4,15,1629657304812,11.131836,UTC+0300,,15,1629657360000,0.5894897,yFuc3cHWzI,1629657300000,com.sec.android.app.shealth,1629657357793,a975c92f-6c08-4069-ac05-48d57de2584d,0.5418701,,
3870,0,4,9,1629657268392,7.4179688,UTC+0300,,9,1629657300000,1.916683,yFuc3cHWzI,1629657240000,com.sec.android.app.shealth,1629657268392,81b12ab1-cf9c-4dc9-ab85-dbf353ad19ec,0.30377197,,
34359,0,4,81,1629645813094,65.791016,UTC+0300,,81,1629645780000,1.9147981,yFuc3cHWzI,1629645720000,com.sec.android.app.shealth,1629645813094,1ac2c5b9-7337-499a-9ad4-307b55d457bd,2.8162231,,
55469,0,4,109,1629657198263,83.8457,UTC+0300,,109,1629657120000,1.5115772,yFuc3cHWzI,1629657060000,com.sec.android.app.shealth,1629657198263,a87b3b63-c27c-44ff-91a4-1439fda244ab,3.8110352,,
60000,90,4,52,1629658500128,150.94434,UTC+0300,,142,1629658020000,2.515739,yFuc3cHWzI,1629657960000,com.sec.android.app.shealth,1629658500128,6ef8a641-0793-4a5d-b68a-27054f7cdf94,9.385742,,
8258,0,4,13,1629647297597,9.712891,UTC+0300,,13,1629647340000,1.1761682,yFuc3cHWzI,1629647280000,com.sec.android.app.shealth,1629647297597,0a3aa0c6-25b0-4738-abe4-681cd17fc327,0.46124268,,
6846,0,4,15,1629657492825,11.737305,UTC+0300,,15,1629657480000,1.7143401,yFuc3cHWzI,1629657420000,com.sec.android.app.shealth,1629657492825,940228c3-811d-4796-9a4e-42bec6ff62d9,0.52075195,,
26412,0,4,24,1629658500241,18.283203,UTC+0300,,24,1629658560000,0.6922213,yFuc3cHWzI,1629658500000,com.sec.android.app.shealth,1629658524629,e7d6d23e-986f-435c-9c63-77b9c23c6e30,0.8446045,,
11840,7,4,23,1629703332547,26.124023,UTC+0300,,30,1629703380000,2.2062964,yFuc3cHWzI,1629703320000,com.sec.android.app.shealth,1629703341618,bc6f05c4-f6dd-46bc-b72c-92fef000dd92,1.3210449,,
60000,7,4,110,1629741300115,94.836914,UTC+0300,,117,1629740880000,1.5806153,yFuc3cHWzI,1629740820000,com.sec.android.app.shealth,1629741300115,f07ee285-2739-4e0a-88b3-69c3e64721c5,4.34021,,
59987,0,4,116,1629741300239,90.44238,UTC+0300,,116,1629741240000,1.5076857,yFuc3cHWzI,1629741180000,com.sec.android.app.shealth,1629741300239,4c8c964d-6dc8-4c00-8f0a-3be84486126f,4.0394897,,
40322,0,4,89,1629741544556,72.17871,UTC+0300,,89,1629741600000,1.7900454,yFuc3cHWzI,1629741540000,com.sec.android.app.shealth,1629741599997,811c7b81-fffe-481c-bc6d-dfdfb23ee79b,3.0933838,,
10042,0,4,16,1629658500168,12.12793,UTC+0300,,16,1629658320000,1.207704,yFuc3cHWzI,1629658260000,com.sec.android.app.shealth,1629658500168,fde67d78-bffa-49bf-a208-273c5c1301f8,0.5632324,,
7662,2,4,19,1629742500091,18.223633,UTC+0300,,21,1629741960000,2.3781376,yFuc3cHWzI,1629741900000,com.sec.android.app.shealth,1629742500091,1e5e2223-52d5-4f9e-b384-af06bd532e18,0.83166504,,
48419,0,4,116,1629656598246,92.16992,UTC+0300,,116,1629656280000,1.9035567,yFuc3cHWzI,1629656220000,com.sec.android.app.shealth,1629656598246,846bd08d-28fd-484f-89c2-0dcffa0d1f09,4.030945,,
30427,6,4,58,1629658500092,53.414062,UTC+0300,,64,1629657960000,1.7554678,yFuc3cHWzI,1629657900000,com.sec.android.app.shealth,1629658500092,004fcf07-7513-4983-86bf-07523422ff14,2.472046,,
58943,2,4,112,1629742500197,90.66504,UTC+0300,,114,1629742320000,1.5381688,yFuc3cHWzI,1629742260000,com.sec.android.app.shealth,1629742500197,701cde21-b9ad-46b9-a8d0-ce2fc1667f7c,4.0389404,,
3379,1,4,9,1629659188832,9.474609,UTC+0300,,10,1629659220000,2.8033862,yFuc3cHWzI,1629659160000,com.sec.android.app.shealth,1629659190864,8ba7c7ed-3348-4b31-a50f-0af1535594c7,0.45812988,,
7886,0,4,15,1629754614665,10.938477,UTC+0300,,15,1629754620000,1.3870659,yFuc3cHWzI,1629754560000,com.sec.android.app.shealth,1629754615902,836b1136-b4a7-4045-bdff-0997e8b9a515,0.5428467,,
53268,0,4,96,1629657198228,77.359375,UTC+0300,,96,1629657060000,1.4522518,yFuc3cHWzI,1629657000000,com.sec.android.app.shealth,1629657198228,1ebfc562-d826-42cf-ba3d-9bc0f642b962,3.6328125,,
2696,0,4,6,1629714850454,5.129883,UTC+0300,,6,1629714900000,1.9023803,yFuc3cHWzI,1629714840000,com.sec.android.app.shealth,1629714850454,2c5566aa-b0b2-4566-afc9-431bd3c42cae,0.21655273,,
15283,0,4,35,1629931927131,29.136719,UTC+0300,,35,1629931980000,1.9063635,yFuc3cHWzI,1629931920000,com.sec.android.app.shealth,1629931943537,5aba185b-7ebb-4a82-9a68-f665df3c8021,1.2371216,,
49614,0,4,103,1629658500220,80.79785,UTC+0300,,103,1629658500000,1.628519,yFuc3cHWzI,1629658440000,com.sec.android.app.shealth,1629658500220,13cbd06b-6949-435e-85f7-91c131c59f0f,3.5872803,,
7240,0,4,22,1629657423451,18.29004,UTC+0300,,22,1629657420000,2.5261767,yFuc3cHWzI,1629657360000,com.sec.android.app.shealth,1629657423451,9832babc-1a3d-42f7-b811-c34382bd80d3,0.7925415,,
2110,0,4,5,1630015080645,4.098633,UTC+0300,,5,1630015140000,1.94198,yFuc3cHWzI,1630015080000,com.sec.android.app.shealth,1630015083064,e08b2cda-7ea4-4a58-ac3d-9e97b56e5590,0.17321777,,
56768,0,4,115,1629741300162,89.24512,UTC+0300,,115,1629741000000,1.5720828,yFuc3cHWzI,1629740940000,com.sec.android.app.shealth,1629741300162,6967b3ef-915a-40ec-aa35-3676f17a1d0d,4.008606,,
41990,90,4,26,1630178753115,144.89648,UTC+0300,,116,1630178760000,3.4507086,yFuc3cHWzI,1630178700000,com.sec.android.app.shealth,1630179300026,bb44d153-3dd2-4324-a332-b8d817709c5a,9.495239,,
26819,0,4,62,1629658500150,48.46582,UTC+0300,,62,1629658080000,1.8071148,yFuc3cHWzI,1629658020000,com.sec.android.app.shealth,1629658500150,c5cb4a69-fc51-464a-ad05-6b040de990ac,2.1657104,,
13103,0,4,27,1629465064029,23.176758,UTC+0300,,27,1629465120000,1.7687906,yFuc3cHWzI,1629465060000,com.sec.android.app.shealth,1629465105302,d02a8bd0-0861-4ab3-a0db-dde0402b0f4e,1.1500854,,
31920,0,4,32,1629741309163,26.886719,UTC+0300,,32,1629741360000,0.842295,yFuc3cHWzI,1629741300000,com.sec.android.app.shealth,1629741346789,bf31af6c-c0b0-46b9-b5b0-ecf6e912a577,1.378418,,
40379,0,4,89,1629465499579,67.50879,UTC+0300,,89,1629465480000,1.6718698,yFuc3cHWzI,1629465420000,com.sec.android.app.shealth,1629465499579,b2ee5555-ab26-4ae5-928f-e5665846745f,3.133606,,
7747,2,4,15,1629669857415,15.291016,UTC+0300,,17,1629669900000,1.9735695,yFuc3cHWzI,1629669840000,com.sec.android.app.shealth,1629669862558,7a3d3c2f-2b77-4d74-9b8c-a54c691591e0,0.8342285,,
6280,0,4,11,1629493020366,8.272461,UTC+0300,,11,1629493080000,1.3172442,yFuc3cHWzI,1629493020000,com.sec.android.app.shealth,1629493025838,206a218c-c1fb-4ffd-86cc-a49c79d7e15d,0.38793945,,
4786,0,4,8,1629658629595,6.348633,UTC+0300,,8,1629658680000,1.3263999,yFuc3cHWzI,1629658620000,com.sec.android.app.shealth,1629658629595,bb93798b-dce0-4a7d-9c13-8bbe34a7114a,0.2781372,,
3624,0,4,7,1629741749785,5.461914,UTC+0300,,7,1629741720000,1.5067376,yFuc3cHWzI,1629741660000,com.sec.android.app.shealth,1629741749785,ec186b77-4b1f-4c1d-89ac-8cae09b89791,0.24371338,,
16445,12,4,16,1629497700329,26.49121,UTC+0300,,28,1629497700000,1.6108897,yFuc3cHWzI,1629497640000,com.sec.android.app.shealth,1629497700329,77e605da-3e6c-4336-86ba-4327520dfcfb,1.53125,,
9233,1,4,12,1629554313998,15.894531,UTC+0300,,13,1629554340000,1.7213224,yFuc3cHWzI,1629554280000,com.sec.android.app.shealth,1629554314032,9fe551ba-12c5-46e8-9f28-920e32f799ca,1.0964661,,
5436,0,4,9,1629703607854,6.658203,UTC+0300,,9,1629703620000,1.2247571,yFuc3cHWzI,1629703560000,com.sec.android.app.shealth,1629703609038,1233d548-63af-40f0-9a91-ac81149bb188,0.32061768,,
3488,0,4,6,1629624199807,4.8847656,UTC+0300,,6,1629624240000,1.4001887,yFuc3cHWzI,1629624180000,com.sec.android.app.shealth,1629624199807,0b8d757c-0530-4065-b9c5-c5a58fd98c88,0.2076416,,
28279,35,4,81,1629742500127,105.5332,UTC+0300,,116,1629742080000,3.7317545,yFuc3cHWzI,1629742020000,com.sec.android.app.shealth,1629742500127,ddc874de-3b71-406e-bce2-5dbca2f9f4c9,5.6782227,,
21437,0,4,47,1629629700149,37.51758,UTC+0300,,47,1629629460000,1.7500639,yFuc3cHWzI,1629629400000,com.sec.android.app.shealth,1629629700149,f1660cf7-5059-42df-b277-b8c6d50ffcf8,1.6313171,,
58953,0,4,116,1629741300144,90.48633,UTC+0300,,116,1629740940000,1.5348793,yFuc3cHWzI,1629740880000,com.sec.android.app.shealth,1629741300144,d5a21e9e-6c57-4674-b304-855ff57c61b2,4.039734,,
21516,0,4,43,1629630897394,34.104492,UTC+0300,,43,1629630480000,1.5850519,yFuc3cHWzI,1629630420000,com.sec.android.app.shealth,1629630897394,61134362-293b-4c82-8b00-90a837b3fe50,1.5151367,,
18055,0,4,43,1629741300069,34.214844,UTC+0300,,43,1629740820000,1.8949872,yFuc3cHWzI,1629740760000,com.sec.android.app.shealth,1629741300069,f235873b-2211-474b-85a2-283c66400da8,1.4943848,,
60000,8,4,113,1629742500229,99.77734,UTC+0300,,121,1629742440000,1.6629558,yFuc3cHWzI,1629742380000,com.sec.android.app.shealth,1629742500229,5c25cc06-d4f2-41b2-abf4-8f92d7d9db82,4.5461426,,
27793,5,4,25,1629636951280,32.561523,UTC+0300,,30,1629636960000,1.1715711,yFuc3cHWzI,1629636900000,com.sec.android.app.shealth,1629636959882,f0ef6ea5-809d-4f54-bf6d-1afb75b3ba03,1.9662781,,
52244,0,4,103,1629741300256,80.24609,UTC+0300,,103,1629741300000,1.5359658,yFuc3cHWzI,1629741240000,com.sec.android.app.shealth,1629741300256,390c8973-2fad-40cd-88aa-717f5b6ac749,3.5880737,,
6848,0,4,15,1629843528145,12.082031,UTC+0300,,15,1629843540000,1.7640836,yFuc3cHWzI,1629843480000,com.sec.android.app.shealth,1629843529790,374432f6-fe6b-4293-b624-2430636c5e63,0.52038574,,
54993,0,4,112,1629741300221,87.50879,UTC+0300,,112,1629741180000,1.5912468,yFuc3cHWzI,1629741120000,com.sec.android.app.shealth,1629741300221,eb2e6d0e-622b-4dcd-b15c-008712ece8ce,3.9008179,,
33024,13,4,71,1629741600990,78.53223,UTC+0300,,84,1629741660000,2.378003,yFuc3cHWzI,1629741600000,com.sec.android.app.shealth,1629741749731,2fb6ea55-76d2-4434-ac04-782e9cc306bf,4.238037,,
9474,3,4,17,1629970430122,21.58496,UTC+0300,,20,1629970440000,2.2782044,yFuc3cHWzI,1629970380000,com.sec.android.app.shealth,1629970438258,d09f519d-2121-40a6-ad1e-e74208a4eeba,1.2185059,,
48225,0,4,104,1629637435524,80.90527,UTC+0300,,104,1629637440000,1.67766,yFuc3cHWzI,1629637380000,com.sec.android.app.shealth,1629637439900,eea004e4-01c6-4fb5-84a7-e2d3dca5ba24,3.6269531,,
18398,1,4,45,1629741486436,39.567383,UTC+0300,,46,1629741540000,2.1505558,yFuc3cHWzI,1629741480000,com.sec.android.app.shealth,1629741529680,f4840c70-4096-4f68-ba82-c308bdfa5a9f,1.8250732,,
7783,4,4,12,1629639647509,15.317383,UTC+0300,,16,1629639660000,1.9680526,yFuc3cHWzI,1629639600000,com.sec.android.app.shealth,1629639647509,0fd65c65-fe4b-48f0-b202-6ae8087cc5e1,0.88171387,,
60000,10,4,108,1629742500109,96.930664,UTC+0300,,118,1629742020000,1.6155111,yFuc3cHWzI,1629741960000,com.sec.android.app.shealth,1629742500109,ceb4ca17-9612-4d36-a375-f5dd3f68e3e1,4.5099487,,
6129,3,4,14,1630103976490,17.24707,UTC+0300,,17,1630104000000,2.8138065,yFuc3cHWzI,1630103940000,com.sec.android.app.shealth,1630103983245,80724055-acff-45ed-b889-324d34c92812,1.0358276,,
9456,0,4,20,1629641658691,15.602539,UTC+0300,,20,1629641700000,1.6499941,yFuc3cHWzI,1629641640000,com.sec.android.app.shealth,1629641662581,ee357f98-666a-4415-8986-4dcc3895d24d,0.6970825,,
20329,2,4,37,1629645543624,32.864258,UTC+0300,,39,1629645600000,1.6165522,yFuc3cHWzI,1629645540000,com.sec.android.app.shealth,1629645631682,f005bdcb-5a3e-422a-820d-59f2cd2b7613,1.7307129,,
60000,42,4,79,1630179300114,110.211914,UTC+0300,,121,1630178880000,1.8368652,yFuc3cHWzI,1630178820000,com.sec.android.app.shealth,1630179300114,e4600a14-1889-4400-acac-4b9a4fdf066f,6.1176147,,
6767,0,4,6,1629742500068,6.0527344,UTC+0300,,6,1629741900000,0.8943829,yFuc3cHWzI,1629741840000,com.sec.android.app.shealth,1629742500068,6ce5797b-1509-4fbf-b2a4-d4eb1aa8311d,0.38616943,,
16938,9,4,54,1629645900458,63.875,UTC+0300,,63,1629645960000,3.770995,yFuc3cHWzI,1629645900000,com.sec.android.app.shealth,1629646046685,e31aa4f5-7676-48bc-82bc-7174d9c5e586,3.541626,,
57464,0,4,117,1629742500214,91.77832,UTC+0300,,117,1629742380000,1.5971334,yFuc3cHWzI,1629742320000,com.sec.android.app.shealth,1629742500214,53b4e71a-1a66-484c-967c-152b2c85f65d,4.0704956,,
36160,0,4,88,1629656100191,68.881836,UTC+0300,,88,1629656100000,1.9048941,yFuc3cHWzI,1629656040000,com.sec.android.app.shealth,1629656100191,f9520699-669a-44eb-973c-e615ca18dcfc,3.067627,,
47828,0,4,105,1629656598298,81.731445,UTC+0300,,105,1629656460000,1.7088518,yFuc3cHWzI,1629656400000,com.sec.android.app.shealth,1629656598298,bea36aa2-b80b-4fad-bc68-68e068612f66,3.663025,,
